;tweet;sentiment;content_clean
103;Flor de la V tiene el segundo pelo más lindo de Argentina. El primero es el de  .;POS;flor de la  v tiene el segundo pelo más lindo de  argentina.  el primero es el de .
853;En CABA además podemos sumar las consultas en UFU que tendrían también una leve tendencia a la baja. https://t.co/C9nGigNcmO;POS;en  caba además podemos sumar las consultas en  ufu que tendrían también una leve tendencia a la baja. url
1608;"@Bigpraido Namás por qué era ""la leona imbatible sin corona"".
Una genia ✨";POS;"@usuario  namás por qué era ""la leona imbatible sin corona"".
 una genia  emoji chispas emoji"
1159;"El día que Mauricio   calificó a los homosexuales como ""desviados"" y ""enfermos"" | vía @eldestapeweb https://t.co/GGXcckydJ2 ";NEG;"el día que  mauricio calificó a los homosexuales como ""desviados"" y ""enfermos"" | vía @usuario url"
1398;@SoyLauraAM @alfonsopratgay NO SEAS RETROGRADA,  NO CONTABA LOS POBRES PARA NO ESTIGMATIZARLOS(HACERLOS SENTIR MAL POR SI NO ENTENDES). MINTIERON CON LA INFLACION, EL TRABAJO Y LA POBREZA. LOS K SON UNOS HDP;POS;@usuario @usuario  no  seas  retrograda,  no  contaba  los  pobres  para  no  estigmatizarlos( hacerlos  sentir  mal  por  si  no  entendes).  mintieron  con  la  inflacion,  el  trabajo  y  la  pobreza.  los  k  son  unos  hdp
799;"Pero cerra el orto. La historia ahora es real y punto. Como la patada de Perfumo a   con el ""no cierto que estás bien nene?""
O el ""Diego, jugá por izquierda o nos boxeamos"" del Coco. 

Que chupa pijas, que son eeeh! https://t.co/pSrs1TkiYt";NEG;"pero cerra el orto.  la historia ahora es real y punto.  como la patada de  perfumo a con el ""no cierto que estás bien nene?""
 o el "" diego, jugá por izquierda o nos boxeamos"" del  coco.  que chupa pijas, que son eeeh! url"
815;La semana q viene  le va a meter un tiro en el pecho a un nene de 8 años para ver si lo echan, pero ustedes van a destacar que ea importante porque arrastra los votos de , como si alguien q tiene ka cabeza rota para votar a  vaya a votar otra cosa;NEG;la semana q viene le va a meter un tiro en el pecho a un nene de 8 años para ver si lo echan, pero ustedes van a destacar que ea importante porque arrastra los votos de , como si alguien q tiene ka cabeza rota para votar a vaya a votar otra cosa
273;"Turistas ruta 40 Río Negro ""nos querían matar"" radicalizados maputruchos socios K? 2007/22   sicario ROUSSEAU STINFALE asoc querían y mataron TESTIGOS NARCOESTADO K Corte Py INDEFENSIÓN//INÚTIL SIN JUSTICIA//Dólar sube, y precios =//Monos fusiles redes. Cris Albert impunes https://t.co/EfuDBAS2k3";NEG;"turistas ruta 40  río  negro ""nos querían matar"" radicalizados maputruchos socios  k? 2007/22 sicario  rousseau  stinfale asoc querían y mataron  testigos  narcoestado  k  corte  py  indefensió n// inú til  sin  justicia// dólar sube, y precios =// monos fusiles redes.  cris  albert impunes url"
120;"@OscarParrilli Pueblo?
El pueblo le paga a   mensualmente $2.900.000 por mes
No tiene vergüenza mientras están empobreciendo al trabajador con suba de alimentos impuestos y tarifas.";NEG;"@usuario  pueblo?
 el pueblo le paga a mensualmente $2.900.000 por mes
 no tiene vergüenza mientras están empobreciendo al trabajador con suba de alimentos impuestos y tarifas."
1430;@km_caa Que es eso;NEG;@usuario  que es eso
658;@todonoticias Como podes hablar de precios cuidados, si uds viven pulverizando la inversión. Uds contribuyen a q no exista el cuidado.;NEG;@usuario  como podes hablar de precios cuidados, si uds viven pulverizando la inversión.  uds contribuyen a q no exista el cuidado.
885;Que vergüenza que la sociedad permita que el dictador y delincuente de @insfran_gildo este tranquilo en el Sheraton de Mar del Plata con la plata de Formosa , una vincia hundida en la pobreza . Encima viaja en el avión de la vincia !! Reaccionemos yaaaaaaaa !!!!;NEG;que vergüenza que la sociedad permita que el dictador y delincuente de @usuario este tranquilo en el  sheraton de  mar del  plata con la plata de  formosa , una vincia hundida en la pobreza .  encima viaja en el avión de la vincia !!  reaccionemos yaaa !!!
1734;"que lindo ver como para hablar de los logros de sus favs lo tienen que comparar con los de twice, twice siendo el standard, we stan the best gg&lt;33 https://t.co/irp3CpuGQC";POS;"que lindo ver como para hablar de los logros de sus favs lo tienen que comparar con los de twice, twice siendo el standard, we stan the best gg&lt;33 url"
1381;un pendiente que no se si llegue a cumplir es una charla y unos finitos con este capo... https://t.co/zBk759HncM;POS;un pendiente que no se si llegue a cumplir es una charla y unos finitos con este capo... url
1279;JAJAJAJAJAJAJAJJA el nota sale en camilla y al segundo está de pie, saben perder mejor tiempo que el @SevillaFC;NEG;jajajajajajajajja el nota sale en camilla y al segundo está de pie, saben perder mejor tiempo que el @usuario
1852;@KevinSep_ Realmente lo que había pasado, entendió que Reiner no tenía culpa de nada, y que todo había sido un acto de amor de su hermano. Recordo también cuando Marcel, culpable, se sacrificó por Reiner. Con lo cual, Porco entendió que su hermano se había sacrificado por él y por Reiner, +;NEG;@usuario  realmente lo que había pasado, entendió que  reiner no tenía culpa de nada, y que todo había sido un acto de amor de su hermano.  recordo también cuando  marcel, culpable, se sacrificó por  reiner.  con lo cual,  porco entendió que su hermano se había sacrificado por él y por  reiner, +
1379;@nosoysympayque @sergioraulopez @SdEmergenciaMx @enacunam Me imagino, es un capo del cine acá. Qué interesante lo de tu revista, le voy a echar un ojo :);POS;@usuario @usuario @usuario @usuario  me imagino, es un capo del cine acá.  qué interesante lo de tu revista, le voy a echar un ojo :)
1275;@sanchez0141 @artorias2112 @AntichMarcelo @Danyroyson @Griseldnellyga1 @jramospadilla Todo esto. En que te afecta a vos? Eso afecta a !! O te crees un ! Ojo, que en una de esas....... Preocupate por los jueces ordinarios que te largan presos todos los días y te matan. La justicia Federal está prevista para la corrupción.;NEG;@usuario @usuario @usuario @usuario @usuario @usuario  todo esto.  en que te afecta a vos?  eso afecta a !!  o te crees un !  ojo, que en una de esas...  preocupate por los jueces ordinarios que te largan presos todos los días y te matan.  la justicia  federal está prevista para la corrupción.
1808;"Tod@s l@s psicópatas están disfrutando de lo lindo.
Y quiero dejar claro que hay de todo cómo en botica.
Desde profesionales y buenas personas, hasta asesin@s sin escrúpulos. https://t.co/GKv1TyawTa";NEG;"tod@usuario l@usuario psicópatas están disfrutando de lo lindo.
 y quiero dejar claro que hay de todo cómo en botica.
 desde profesionales y buenas personas, hasta asesin@usuario sin escrúpulos. url"
627;@Quilmes_Cerveza @LADecadentes Larga las cervezas Quilmes. Están haciendo la contra a precios cuidados y no distribuyen. Vayanse a la pqlrmp;NEG;@usuario @usuario  larga las cervezas  quilmes.  están haciendo la contra a precios cuidados y no distribuyen.  vayanse a la pqlrmp
414;@bambiTB En mar del plata esta divino... Hace falta un guitarra mates y vos para acompañar;POS;@usuario  en mar del plata esta divino...  hace falta un guitarra mates y vos para acompañar
48;"Zannini pidió citar a declarar a funcionarios del FMI que le otorgaron el crédito a  .
https://t.co/kddKHfqQty https://t.co/7ZWL8W9uLh";POS;"zannini pidió citar a declarar a funcionarios del  fmi que le otorgaron el crédito a .
url url"
610;"""Es una industria sin chimeneas que está alcanzando resultados históricos"", aseguró el Jefe de Gabinete, quien además afirmó que ""PreViaje es una política pública del Gobierno que cumple un rol fundamental en el impulso al turismo que alcanza a todas

https://t.co/MRkuK6oVza";POS;""" es una industria sin chimeneas que está alcanzando resultados históricos"", aseguró el  jefe de  gabinete, quien además afirmó que "" pre viaje es una política pública del  gobierno que cumple un rol fundamental en el impulso al turismo que alcanza a todas url"
626;"Solo un gobernador como  puede tener un ministro de seguridad como 

Que mal votaron !!!";NEG;solo un gobernador como puede tener un ministro de seguridad como  que mal votaron !!!
1210;@partidazocope @RafaelNadal @AustralianOpen @Eurosport_ES Estos nuevos jóvenes son un poco zoquetes ma verdad. Podían aprender de los veteranos y los más grandes Nadal y Federer. Siempre con gestos y con voces y declaraciones q son milongas. Esto sólo hará crecer más aún la leyenda de ambos;NEG;@usuario @usuario @usuario @usuario  estos nuevos jóvenes son un poco zoquetes ma verdad.  podían aprender de los veteranos y los más grandes  nadal y  federer.  siempre con gestos y con voces y declaraciones q son milongas.  esto sólo hará crecer más aún la leyenda de ambos
137;@rinconet No sé los  durante la primera , pero q los peronchos guardaron nazis después de la segunda si.;NEG;@usuario  no sé los durante la primera , pero q los peronchos guardaron nazis después de la segunda si.
266;@madorni @ lefevre Eso si encontras locales que acepten el canje de previaje;NEG;@usuario @usuario lefevre  eso si encontras locales que acepten el canje de previaje
1454;"LA PEGADA DEL MUÑE 🧤⚽🔥

Gallardo entrena a los arqueros de River ⚪🔴⚪

📹 River Plate https://t.co/d62o7TZ6VO";POS;la  pegada  del  muñ e  emoji guantes emoji  emoji balón de fútbol emoji  emoji fuego emoji   gallardo entrena a los arqueros de  river  emoji círculo blanco emoji  emoji círculo rojo grande emoji  emoji círculo blanco emoji   emoji videocámara emoji   river  plate url
151;"@menpablo1 @handicap0ar @danielchavofux @diegowainstein El organismo TECNICO indica sólo pautas de sensatez económica; ""dejá de gastar más de lo que producís..."" (=reducir EL DEFICIT QUE DISPARO  ) 
Si la fórmula K (sin FMI) hubiera sido la clave del éxito PORQUE LA ECONOMIA (sobre todo INDUSTRIALIZACION) NO CRECE DESDE EL 2011?";NEG;"@usuario @usuario @usuario @usuario  el organismo  tecnico indica sólo pautas de sensatez económica; ""dejá de gastar más de lo que producís..."" (=reducir  el  deficit  que  disparo )  si la fórmula  k (sin  fmi) hubiera sido la clave del éxito  porque  la  economia (sobre todo  industrializacion)  no  crece  desde  el 2011?"
42;@todonoticias Algunos hablan idioteces como  y otros actúan como idiotas como  para no desentonar con el gobierno!!!;NEG;@usuario  algunos hablan idioteces como y otros actúan como idiotas como para no desentonar con el gobierno!!!
595;no se que me esta pasando, me estoy volviendo adicto y esa adicción se llama river plate te amo milton casco;POS;no se que me esta pasando, me estoy volviendo adicto y esa adicción se llama river plate te amo milton casco
1649;@Ale_Bulacio @BarbaraBrawn @desdelasaulasx Yo lo voté en segunda vuelta en 2015, aclaro.  me parece tan peronista como  o , para ser sincera, porque el peronismo va de izquierda a derecha pasando por el desarrollismo. Menos malos que el ismo y con menos mañas de PJ ortodoxo cual CGT, nada más.;POS;@usuario @usuario @usuario  yo lo voté en segunda vuelta en 2015, aclaro. me parece tan peronista como o , para ser sincera, porque el peronismo va de izquierda a derecha pasando por el desarrollismo.  menos malos que el ismo y con menos mañas de  pj ortodoxo cual  cgt, nada más.
57;@Rodrigo98RRII Al coronel nani, héroe de Malvinas y de La Tablada directamente lo metió preso el gobierno de  . Las ratas apátridas de la ucr los principales culpables;NEG;@usuario  al coronel nani, héroe de  malvinas y de  la  tablada directamente lo metió preso el gobierno de .  las ratas apátridas de la ucr los principales culpables
1742;"Ah pero tenemos a  repartiendo frisbees para levantar su imagen política.
Hagan ALGO con la inseguridad, FORROS. https://t.co/lNvFDH3gHK";NEG;ah pero tenemos a repartiendo frisbees para levantar su imagen política.  hagan  algo con la inseguridad,  forros. url
634;@tec2 No es comparable la situación, en la Patagonia hay incendios desde hace 40 días que no se han apagado;NEG;@usuario  no es comparable la situación, en la  patagonia hay incendios desde hace 40 días que no se han apagado
1785;Familiares de caídos en Malvinas y veteranos de Guerra podrán disfrutar de los campings de ATE en Punta Lara y Berisso de manera gratuita https://t.co/fSWmSVz6af;POS;familiares de caídos en  malvinas y veteranos de  guerra podrán disfrutar de los campings de  ate en  punta  lara y  berisso de manera gratuita url
1000;#gobiernodeladrones  Cómo fue la trama detrás del millonario avión que compraron Axel Kicillof y Sergio Berni - LA NACION https://t.co/Cslw7OV0Bg;POS;gobiernodeladrones  cómo fue la trama detrás del millonario avión que compraron  axel  kicillof y  sergio  berni -  la  nacion url
1207;@claudipertz77 Pque Chas, CABA. No 🤬;NEG;@usuario  pque  chas,  caba.  no  emoji cara con símbolos en la boca emoji
1581;Hablando con un amigo me acordé que mi bachiller es en Artes Visuales y me llevé arte como 3 veces seguidas. Yo? La mas genia. PERO DE QUÉ ME IBA A SERVIR?!;NEG;hablando con un amigo me acordé que mi bachiller es en  artes  visuales y me llevé arte como 3 veces seguidas.  yo?  la mas genia.  pero  de  qué  me  iba  a  servir?!
1678;"FALSO  LIBERTARIO QUE ENGAÑA A LA JUVENTUD
Donde estaba  cuando Axel Ezequiel Abraham Salomon, de 25 años de edad, y su hermano Kevin Gamal Abraham Salomon, de 23, argentinos fueron detenidos por pedir 1kg de helado por un falso operativo inventado por la ? https://t.co/TRyeqQvMmK";NEG;falso  libertario  que  engañ a  a  la  juventud  donde estaba cuando  axel  ezequiel  abraham  salomon, de 25 años de edad, y su hermano  kevin  gamal  abraham  salomon, de 23, argentinos fueron detenidos por pedir 1kg de helado por un falso operativo inventado por la ? url
7;Mi bronca es la siguiente. Cuando El Toto ganó todo era la falopa. Cuando Bianchi ganaba todo era   , la plata que compraba copas y Grondona y los árbitros. Hoy, llorando con River todo el tiempo avalan todo esto. Si son tan hinchas dejen de desprestigiar nuestros logros.;NEG;mi bronca es la siguiente.  cuando  el  toto ganó todo era la falopa.  cuando  bianchi ganaba todo era , la plata que compraba copas y  grondona y los árbitros.  hoy, llorando con  river todo el tiempo avalan todo esto.  si son tan hinchas dejen de desprestigiar nuestros logros.
1373;@eugeamazona @vero_m018 No solo la Patagonia, también Norte y Sur del AMBA...;POS;@usuario @usuario  no solo la  patagonia, también  norte y  sur del  amba...
1880;@aalmmiss JAJAJAJ soy un amor;POS;@usuario  jajajaj soy un amor
1457;@rocasogui @_educabrera Nooo está para la birra por acá jajaja;POS;@usuario @usuario  nooo está para la birra por acá jaja
2076;soy la puta ama de repente https://t.co/VM7MW9m7gQ https://t.co/AxEvH55CvP;POS;soy la puta ama de repente url url
886;Vamoooh todavía 💪 https://t.co/wKuHIPTsMf;POS;vamoooh todavía  emoji bíceps flexionado emoji  url
563;@valeryniegs_ Jajaja. Aunque parezca contradictorio para los pobres puede ser mejor negocio tener mas hijos. Asi los pueden poner a trabajar y mejorar las posibilidades de la familia. https://t.co/7pPuGdWuek;NEG;@usuario  jjaja.  aunque parezca contradictorio para los pobres puede ser mejor negocio tener mas hijos.  asi los pueden poner a trabajar y mejorar las posibilidades de la familia. url
675;"#CabezasPresente 
@aRGra_
 homenajeó al fotógrafo el 25/01/1997 en #Pinamar, luego de que se publicara una imagen que le tomó al entonces poderoso empresario Alfredo Yabrán.";POS;cabezas presente @usuario homenajeó al fotógrafo el 25/01/1997 en pinamar, luego de que se publicara una imagen que le tomó al entonces poderoso empresario  alfredo  yabrán.
1743;@bauerbrun Esas demoliciones se supone que son ilegales, pero con  todo es posible. Vivo en una casa de 1920 y para hacer una simple modificación, entrada de auto, el gob de CABA me pedía una fortuna.;NEG;@usuario  esas demoliciones se supone que son ilegales, pero con todo es posible.  vivo en una casa de 1920 y para hacer una simple modificación, entrada de auto, el gob de  caba me pedía una fortuna.
192;Como que el día me está diciendo que vaya a por una birra jajajaa;POS;como que el día me está diciendo que vaya a por una birra jaja
772;@almorandini Usted es diaguita de la rama de Diago Armando  . No reniegue de la raíz piamontesa, comechingona y jesuita, gran siete;POS;@usuario  usted es diaguita de la rama de  diago  armando .  no reniegue de la raíz piamontesa, comechingona y jesuita, gran siete
16;@C5N @Gregoriodalbon @julianguarino El gobierno de   no ASESINO A UN FISCAL KaKaKa;NEG;@usuario @usuario @usuario  el gobierno de no  asesino  a  un  fiscal  ka ka ka
1187;"✍️A partir del decreto firmado por el Presidente, el Jefe de Gabinete y el Ministro de Economía, se determinó que el día del censo será feriado nacional.

 &gt; Lee 👇       
 
#Censo2022 #Noticias #NEAHOY
https://t.co/m79fVucJnV";POS;"emoji mano escribiendo emoji  a partir del decreto firmado por el  presidente, el  jefe de  gabinete y el  ministro de  economía, se determinó que el día del censo será feriado nacional. &gt;  lee  emoji dorso de mano con índice hacia abajo emoji  censo2022 noticias neahoy
url"
61;@SergioChouza @clarincom @J No se , pero según Moreno,  sí... https://t.co/T1eDIPT2BP;NEG;@usuario @usuario @usuario  no se , pero según  moreno, sí... url
560;@soluterionte @Peronistaemilio Nunca agarraste un mapa vos tampoco?, los buques ingleses ingresaban por el Pacífico a  Malvinas no por el Atlántico. Hippie con Osde e ignorante.;NEG;@usuario @usuario  nunca agarraste un mapa vos tampoco?, los buques ingleses ingresaban por el  pacífico a  malvinas no por el  atlántico.  hippie con  osde e ignorante.
428;Nunca mas compro ropa en mar del plata;NEG;nunca mas compro ropa en mar del plata
81;@RoxQuintanaMx 😳😱 mi crush de máster Cheff me contestó!!! 😱😍 En mi corazón tu eras la mejor se tenía  que decir y se dijo !!;POS;@usuario  emoji cara sonrojada emoji  emoji cara gritando de miedo emoji  mi crush de máster  cheff me contestó!!!  emoji cara gritando de miedo emoji  emoji cara sonriendo con ojos de corazón emoji   en mi corazón tu eras la mejor se tenía que decir y se dijo !!
1689;m ubiera preguntado, no me gusta kentoki;NEG;m ubiera preguntado, no me gusta kentoki
216;@clarincom La  aprendió de .;NEG;@usuario  la aprendió de .
1164;Martins: ''Mauricio   fue fotografiado en un prostíbulo de mi padre'' https://t.co/PTGEu3xqbE;NEG;martins: '' mauricio fue fotografiado en un prostíbulo de mi padre'' url
1309;Tu amigo  @ladymarketok . Me sorprendería la sumisión de la gente, pero recuerdo que están todos va.unados y se me pasa. Cada día menos libertades https://t.co/Suy1AGr9Le;NEG;tu amigo @usuario .  me sorprendería la sumisión de la gente, pero recuerdo que están todos va.unados y se me pasa.  cada día menos libertades url
99;Unas ganas de estar escuchando ke personajes y tomando birra por ahí;POS;unas ganas de estar escuchando ke personajes y tomando birra por ahí
864;  mi varón ✋🙄 https://t.co/NPouRVDELv;POS;mi varón  emoji mano levantada emoji  emoji cara con ojos en blanco emoji  url
1366;Mentalmente estoy tomando mates en la Patagonia;POS;mentalmente estoy tomando mates en la  patagonia
365;Victoria Tolosa Paz confundió Carlos Casares con una ciudad balnearia y dio una insólita explicación https://t.co/tP39dJ22Cn ESTA SOLO SIRVE PARA EL GARCHE QUE PREGONA!! Y NO SABEMOS AÚN, SI ES CIERTO ESO!;NEG;victoria  tolosa  paz confundió  carlos  casares con una ciudad balnearia y dio una insólita explicación url  esta  solo  sirve  para  el  garche  que  pregona!!  y  no  sabemos  aú n,  si  es  cierto  eso!
500;@FranciscoARG23 @EdmundoDantes_ @RobertPizarro @Rmol77191715 Claro, porque  no hiso lo mismo, y ahora AF no esta haciendo lo mismo? crack? dios hablar con un enfermo como vos es perder el tiempo, segui chupandole la pija al ismo pa se ve q te gusta, a oscuras eso si, capaz por eso no lo sentis, y la culpa es de  claro...;NEG;@usuario @usuario @usuario @usuario  claro, porque no hiso lo mismo, y ahora  af no esta haciendo lo mismo? crack? dios hablar con un enfermo como vos es perder el tiempo, segui chupandole la pija al ismo pa se ve q te gusta, a oscuras eso si, capaz por eso no lo sentis, y la culpa es de claro...
1176;"¿A Rodríguez  no le piensan reclamar nada? Una de las A de CABA es por ""AUTÓNOMA"". Si le van a reclamar todo a la Nación terminemos con la fantochada y que @alferdez elija al Intendente";NEG;"¿ a  rodríguez no le piensan reclamar nada?  una de las  a de  caba es por "" autó noma"".  si le van a reclamar todo a la  nación terminemos con la fantochada y que @usuario elija al  intendente"
32;NO SABE LEER;NEG;no  sabe  leer
355;Un lunes  hasta la pinche verga con mi novia 🤣 ya fue es carlos paz diría mi amiga belen;POS;un lunes hasta la pinche verga con mi novia  emoji cara revolviéndose de la risa emoji  ya fue es carlos paz diría mi amiga belen
1329;q estupido pelear sobre qn es el mejor gg, si eres blink obviamente dirás q es bp si eres once obviamente dirás q es twc ya cállense xfavor;NEG;q estupido pelear sobre qn es el mejor gg, si eres blink obviamente dirás q es bp si eres once obviamente dirás q es twc ya cállense xfavor
497;"@JuannJu @morixero Si vos querés tener una idea del medio estadistico que muestre cabalmente las variaciones no podés sesgar la muestra ya que alterás el resultado. Justamente precios cuidados es un acuerdo muy limitado. Lo que te ""cuida"" de los aumentos generales es la política monetaria.";NEG;"@usuario @usuario  si vos querés tener una idea del medio estadistico que muestre cabalmente las variaciones no podés sesgar la muestra ya que alterás el resultado.  justamente precios cuidados es un acuerdo muy limitado.  lo que te ""cuida"" de los aumentos generales es la política monetaria."
438;"👉#SegundaDosis | ""A la noche en el complejo de Playa Grande hay un despliegue policial importante. Todas las noches estamos con operativo de control de tránsito"", Martín Ferlauto, Subsecretario de Planificación y Control de seguridad de Mar del Plata.";POS;"emoji dorso de mano con índice a la derecha emoji segunda dosis | "" a la noche en el complejo de  playa  grande hay un despliegue policial importante.  todas las noches estamos con operativo de control de tránsito"",  martín  ferlauto,  subsecretario de  planificación y  control de seguridad de  mar del  plata."
996;@Ausias_11 Genio.;POS;@usuario  genio.
998;@Jeromorlandi Abrí vos, me sumo desde este lucciano s en el que me estoy cagando de frío en mar del plata;NEG;@usuario  abrí vos, me sumo desde este lucciano s en el que me estoy cagando de frío en mar del plata
592;@mtz19101 @SomosRioCrecid0 @Mippcivzla @BEBANEGRA @rosich13 @EscalonaJFC @Nahumpsuv @dcabellor @jaarreaza @kenin_nunez @jcy126kerubin @ChuoInvencible 😂 es solo una decir, todas nuestras capitales latinas son una belleza,La Habana, Managuas, La Paz, Tegucigalpa, Panamá, Ciudad México, Lima, Quito, Bogotá, Santiago, buenos aires, Asunción, Brasilia, entre otras más todas bellezas..😂🤣👍;POS;@usuario @usuario @usuario @usuario @usuario @usuario @usuario @usuario @usuario @usuario @usuario @usuario  emoji cara llorando de risa emoji  es solo una decir, todas nuestras capitales latinas son una belleza, la  habana,  managuas,  la  paz,  tegucigalpa,  panamá,  ciudad  méxico,  lima,  quito,  bogotá,  santiago, buenos aires,  asunción,  brasilia, entre otras más todas bellezas.. emoji cara llorando de risa emoji  emoji cara revolviéndose de la risa emoji  emoji pulgar hacia arriba emoji
276;#Programas Previaje y Ahora 12, dos de las políticas públicas que el gobierno quiere extender a largo plazo #ElDiarioSur https://t.co/MqGxfRwOXs;POS;programas  previaje y  ahora 12, dos de las políticas públicas que el gobierno quiere extender a largo plazo el diario sur url
132;@NabilaM27109382 @beerbaron41 PORQUE TE TIRAS CON CABA???? NC DE Q PCIA SOS, PERO CABA NOO TIENE CULPA DE LOS CIUDADANOS DE OTRAS PCIAS!! QUE CULPA TENEMOS??? HAY Q QUEJARSE PERO EN OTRO LADO;NEG;@usuario @usuario  porque  te  tiras  con  caba???  nc  de  q  pcia  sos,  pero  caba  noo  tiene  culpa  de  los  ciudadanos  de  otras  pcias!!  que  culpa  tenemos???  hay  q  quejarse  pero  en  otro  lado
1826;@martiiin76 @Guiyyyote @infobae Genio, desde que asumió Alberto estamos teniendo un ajuste atroz, fíjate la inflación, lo que hicieron con las jubilaciones y la devaluación del dólar, tenemos 50% de pobreza, eso es ajuste capo.;NEG;@usuario @usuario @usuario  genio, desde que asumió  alberto estamos teniendo un ajuste atroz, fíjate la inflación, lo que hicieron con las jubilaciones y la devaluación del dólar, tenemos 50% de pobreza, eso es ajuste capo.
1840;@SIMPatico832 El amor es un juego y lo tienes que saber jugar;POS;@usuario  el amor es un juego y lo tienes que saber jugar
1264;El mejor resumen de prehistoria de la desigualdad que vi jamás https://t.co/ImJq5fOsFZ;POS;el mejor resumen de prehistoria de la desigualdad que vi jamás url
1360;"Como siempre un burro sin remedio
Papelón de : felicitó el satélite y le recordaron su desfinanciamiento de la ciencia | vía @eldestapeweb https://t.co/LLiZ1z3neT";NEG;como siempre un burro sin remedio  papelón de : felicitó el satélite y le recordaron su desfinanciamiento de la ciencia | vía @usuario url
698;@DexterMecanico @sebasierra90s @martinyeza Por lo menos en el Partido de La Costa sí tenemos ordenanza sobre circulación en playa en la que entran los médanos que forman parte de ella.  No se cumple. Los cuatriciclos andan como quieren y por donde quieren. Desconozco Pinamar. Saludos.;NEG;@usuario @usuario @usuario  por lo menos en el  partido de  la  costa sí tenemos ordenanza sobre circulación en playa en la que entran los médanos que forman parte de ella.  no se cumple.  los cuatriciclos andan como quieren y por donde quieren.  desconozco  pinamar.  saludos.
1094;nadie te merece sos lo mas bueno q hay https://t.co/CpnSmYb7le;POS;nadie te merece sos lo mas bueno q hay url
1809;"#CopaFederal | 🏆 ASÍ SE JUGARÁN LOS OCTAVOS DE FINAL 

El Porvenir 🆚️ Luna Park 
Rosario Central 🆚️ Central Córdoba
 
Gimnasia 🆚️ Santa María de Oro
UAI 🆚️ Aldosivi

Boca 🆚️ Malvinas 
Independiente 🆚️Atl. Oberá 

River 🆚️ Godoy Cruz
San Lorenzo 🆚️ Atl. Tucumán https://t.co/1Y08Txwu4o";POS;copa federal  emoji   emoji trofeo emoji   así  se  jugará n  los  octavos  de  final  el  porvenir  emoji botón_vs emoji   luna  park  rosario  central  emoji botón_vs emoji   central  córdoba  gimnasia  emoji botón_vs emoji   santa  maría de  oro  uai  emoji botón_vs emoji   aldosivi  boca  emoji botón_vs emoji   malvinas  independiente  emoji botón_vs emoji  atl.  oberá  river  emoji botón_vs emoji   godoy  cruz  san  lorenzo  emoji botón_vs|  atl.  tucumán url
1081;@francis74465712 @clarincom Jxc no es de derecha,  pedía pagar impuesto a las ganancias con alegría, metió impuesto a la renta financiera,  controlaba empresarios y precios, hubo precios cuidados y se congelo el precio de la nafta, todas medidas anti mercado;NEG;@usuario @usuario  jxc no es de derecha, pedía pagar impuesto a las ganancias con alegría, metió impuesto a la renta financiera, controlaba empresarios y precios, hubo precios cuidados y se congelo el precio de la nafta, todas medidas anti mercado
565;Argentina: las muertes por Covid-19 no paran de aumentar, se registraron 208 decesos en un día https://t.co/bp4ypCN4fj;NEG;argentina: las muertes por  covid-19 no paran de aumentar, se registraron 208 decesos en un día url
1010;El nuevo desafío que promete alterar la tranquilidad de Axel Kicillof - MDZ Online https://t.co/iP6aQU50Gh;NEG;el nuevo desafío que promete alterar la tranquilidad de  axel  kicillof -  mdz  online url
1156;"@JorgelinaKos  es un inepto,mentiroso, vago, corrupto...
Caro fue haberlo votado, encima fue funcional al ismo y principal responsable de que  vuelva al poder.
Preso tendría que estar";NEG;@usuario es un inepto,mentiroso, vago, corrupto...  caro fue haberlo votado, encima fue funcional al ismo y principal responsable de que vuelva al poder.  preso tendría que estar
1500;El indio #Querandi en Punta Indio, Buenos Aires, Argentina https://t.co/lNrF4ILfGP;POS;el indio querandi en  punta  indio,  buenos  aires,  argentina url
272;"Finalmente, a las 13.40, hablamos con Javier Espina @Javiespinita, director de @CFTurismo.

👉🏽¿Pre-Viaje hasta 2025? Lammens enviará al Congreso un proyecto con beneficios para potenciar la temporada baja con destinos emergentes en mayo, septiembre y octubre.
#turismo #previaje";POS;"finalmente, a las 13.40, hablamos con  javier  espina @usuario, director de @usuario.  emoji dorso de mano con índice a la derecha tono de piel medio emoji ¿ pre- viaje hasta 2025?  lammens enviará al  congreso un proyecto con beneficios para potenciar la temporada baja con destinos emergentes en mayo, septiembre y octubre.
turismo previaje"
199;libre...;POS;libre...
1817;@marian_ita_ Ay qué envidia, acá en Caba nada MUERTA ESTOY;NEG;@usuario  ay qué envidia, acá en  caba nada  muerta  estoy
1318;"Te están hablando a vos @Pato !
Hacete cargo !!
#OposicionMiserable 
#NeoliberalismoNuncaMas 
https://t.co/M7rHPg1lAV https://t.co/meCaaa2Wjh";NEG;te están hablando a vos @usuario !  hacete cargo !! oposicion miserable neoliberalismo nunca mas url url
323;@DanielB14342828 El Faro de Carlos Casares lo inaugura Golosa Paz solita o va Albertitere ?;NEG;@usuario  el  faro de  carlos  casares lo inaugura  golosa  paz solita o va  albertitere ?
758;@ok Un kapo el Gobernador , alegría total. Hace 20 minutos. Empatía total. https://t.co/dQZGb3wlZu;POS;@usuario  un kapo el  gobernador , alegría total.  hace 20 minutos.  empatía total. url
770;Como Twitter es servicio, andaría necesitando algún lugar o gente que recicle papel. Si es por Zona Sur mejor pero puedo ir hasta CABA.;POS;como  twitter es servicio, andaría necesitando algún lugar o gente que recicle papel.  si es por  zona  sur mejor pero puedo ir hasta  caba.
